,0
0,29.0
1,30.0
2,28.0
3,26.0
4,25.0
5,24.0
6,24.0
7,24.0
8,25.0
9,26.0
10,27.0
11,30.0
12,31.0
13,30.0
14,29.0
15,28.0
16,27.0
17,26.0
18,24.0
19,22.0
20,21.0
21,19.0
22,19.0
23,21.0
24,23.0
25,25.0
26,26.0
27,28.0
28,28.0
29,28.0
30,28.0
31,29.0
32,31.0
33,30.0
34,30.0
35,30.0
36,29.0
37,28.0
38,27.0
39,25.0
40,24.0
41,23.0
42,23.0
43,22.0
44,21.0
45,22.0
46,23.0
47,25.0
48,26.0
49,25.0
50,24.0
51,23.0
52,23.0
53,23.0
54,23.0
55,24.0
56,26.0
57,28.0
58,28.0
59,28.0
60,27.0
61,25.0
62,24.0
63,24.0
64,24.0
65,28.0
66,29.0
67,27.0
68,28.0
69,31.0
70,34.0
71,33.0
72,32.0
73,30.0
74,29.0
75,26.0
76,23.0
77,23.0
78,24.0
79,24.0
80,24.0
81,23.0
82,22.0
83,22.0
84,22.0
85,23.0
86,24.0
87,25.0
88,26.0
89,26.0
90,27.0
91,27.0
92,27.0
93,28.0
94,28.0
95,28.0
96,28.0
97,27.0
98,26.0
99,26.0
100,25.0
101,23.0
102,22.0
103,22.0
104,22.0
105,22.0
106,23.0
107,24.0
108,26.0
109,27.0
110,28.0
111,30.0
112,32.0
113,32.0
114,32.0
115,32.0
116,32.0
117,32.0
118,31.0
119,31.0
120,28.0
121,27.0
122,26.0
123,24.0
124,24.0
125,22.0
126,21.0
127,21.0
128,21.0
129,21.0
130,21.0
131,21.0
132,21.0
133,21.0
134,22.0
135,23.0
136,24.0
137,22.0
138,21.0
139,25.0
140,27.0
141,28.0
142,28.0
143,29.0
144,29.0
145,32.0
146,34.0
147,33.0
148,30.0
149,25.0
150,26.0
151,27.0
152,28.0
153,27.0
154,29.0
155,28.0
156,25.0
157,24.0
158,25.0
159,28.0
160,28.0
161,27.0
162,26.0
163,25.0
164,24.0
165,25.0
166,24.0
167,22.0
168,22.0
