,0
0,37.0
1,39.0
2,38.0
3,35.0
4,34.0
5,33.0
6,32.0
7,32.0
8,31.0
9,29.0
10,29.0
11,31.0
12,32.0
13,33.0
14,33.0
15,34.0
16,38.0
17,41.0
18,43.0
19,47.0
20,49.0
21,50.0
22,51.0
23,53.0
24,56.0
25,49.0
26,43.0
27,42.0
28,39.0
29,32.0
30,22.0
31,27.0
32,49.0
33,56.0
34,54.0
35,46.0
36,38.0
37,33.0
38,31.0
39,29.0
40,25.0
41,22.0
42,20.0
43,20.0
44,22.0
45,25.0
46,27.0
47,26.0
48,23.0
49,23.0
50,26.0
51,31.0
52,33.0
53,34.0
54,32.0
55,31.0
56,33.0
57,36.0
58,34.0
59,35.0
60,39.0
61,43.0
62,43.0
63,42.0
64,43.0
65,44.0
66,50.0
67,54.0
68,54.0
69,55.0
70,51.0
71,47.0
72,44.0
73,43.0
74,42.0
75,42.0
76,41.0
77,41.0
78,39.0
79,38.0
80,36.0
81,35.0
82,35.0
83,35.0
84,35.0
85,34.0
86,34.0
87,34.0
88,33.0
89,33.0
90,33.0
91,32.0
92,33.0
93,33.0
94,35.0
95,37.0
96,37.0
97,35.0
98,34.0
99,33.0
100,31.0
101,29.0
102,28.0
103,29.0
104,31.0
105,32.0
106,33.0
107,34.0
108,33.0
109,35.0
110,36.0
111,35.0
112,35.0
113,37.0
114,36.0
115,36.0
116,39.0
117,40.0
118,40.0
119,39.0
120,36.0
121,33.0
122,35.0
123,41.0
124,45.0
125,48.0
126,50.0
127,51.0
128,45.0
129,41.0
130,42.0
131,40.0
132,36.0
133,32.0
134,31.0
135,30.0
136,29.0
137,30.0
138,33.0
139,37.0
140,38.0
141,36.0
142,34.0
143,38.0
144,38.0
145,38.0
146,38.0
147,40.0
148,39.0
149,37.0
150,33.0
151,30.0
152,33.0
153,39.0
154,44.0
155,44.0
156,45.0
157,48.0
158,46.0
159,44.0
160,45.0
161,45.0
162,40.0
163,35.0
164,32.0
165,34.0
166,41.0
167,39.0
168,36.0
169,31.0
170,28.0
171,29.0
172,28.0
173,29.0
174,31.0
175,31.0
176,30.0
177,30.0
178,31.0
179,30.0
180,30.0
181,31.0
182,33.0
183,37.0
184,41.0
185,41.0
186,37.0
187,35.0
188,34.0
189,34.0
190,34.0
191,35.0
192,36.0
193,36.0
194,38.0
195,38.0
196,38.0
197,38.0
198,39.0
199,38.0
200,36.0
201,35.0
202,38.0
203,38.0
204,38.0
205,39.0
206,41.0
207,41.0
208,41.0
209,42.0
210,41.0
211,42.0
212,43.0
213,44.0
214,43.0
215,40.0
216,38.0
217,36.0
218,35.0
219,33.0
220,32.0
221,33.0
222,31.0
223,31.0
224,34.0
225,38.0
226,41.0
227,43.0
228,43.0
229,40.0
230,35.0
231,29.0
232,30.0
233,36.0
234,36.0
235,35.0
236,37.0
237,39.0
238,40.0
239,40.0
240,42.0
241,42.0
242,39.0
243,37.0
244,34.0
245,33.0
246,31.0
247,29.0
248,29.0
249,32.0
250,35.0
251,36.0
252,34.0
253,37.0
254,40.0
255,43.0
256,44.0
257,37.0
258,35.0
259,36.0
260,37.0
261,37.0
262,37.0
263,39.0
264,41.0
265,42.0
266,39.0
267,37.0
268,37.0
269,37.0
270,36.0
271,35.0
272,36.0
273,36.0
274,36.0
275,36.0
276,36.0
277,37.0
278,37.0
279,37.0
280,37.0
281,37.0
282,37.0
283,36.0
284,35.0
285,34.0
286,34.0
287,34.0
288,35.0
289,35.0
290,37.0
291,37.0
292,37.0
293,37.0
294,37.0
295,37.0
296,36.0
297,35.0
298,33.0
299,35.0
300,36.0
301,38.0
302,42.0
303,43.0
304,43.0
305,43.0
306,40.0
307,38.0
308,36.0
309,37.0
310,40.0
311,43.0
312,43.0
313,40.0
314,39.0
315,36.0
316,31.0
317,28.0
318,19.0
319,23.0
320,50.0
321,55.0
