,0
0,41.0
1,38.0
2,36.0
3,33.0
4,33.0
5,32.0
6,33.0
7,35.0
8,39.0
9,40.0
10,40.0
11,38.0
12,34.0
13,36.0
14,40.0
15,40.0
16,41.0
17,43.0
18,41.0
19,35.0
20,30.0
21,29.0
22,30.0
23,28.0
24,28.0
25,34.0
26,33.0
27,32.0
28,33.0
29,32.0
30,32.0
31,34.0
32,37.0
33,40.0
34,41.0
35,41.0
36,41.0
37,41.0
38,39.0
39,37.0
40,36.0
41,35.0
42,35.0
43,35.0
44,36.0
45,36.0
46,35.0
47,33.0
48,33.0
49,35.0
50,36.0
51,38.0
52,40.0
53,40.0
54,39.0
55,37.0
56,35.0
57,37.0
58,37.0
59,32.0
60,30.0
61,29.0
62,30.0
63,27.0
64,26.0
65,30.0
66,33.0
67,38.0
68,46.0
69,52.0
70,52.0
71,47.0
72,41.0
73,38.0
74,37.0
75,35.0
76,36.0
77,36.0
78,35.0
79,36.0
80,35.0
81,35.0
82,34.0
83,37.0
84,38.0
85,29.0
86,24.0
87,30.0
88,36.0
89,35.0
90,35.0
91,34.0
92,27.0
93,28.0
94,33.0
95,34.0
96,34.0
97,33.0
98,31.0
99,33.0
100,38.0
101,42.0
102,46.0
103,50.0
104,47.0
105,44.0
106,43.0
107,40.0
108,38.0
109,36.0
110,35.0
111,35.0
112,37.0
113,39.0
114,36.0
115,34.0
116,34.0
117,33.0
118,32.0
119,29.0
120,28.0
121,32.0
122,31.0
123,28.0
124,26.0
125,27.0
126,31.0
127,37.0
128,37.0
129,35.0
130,35.0
131,34.0
132,36.0
133,37.0
134,38.0
135,38.0
136,39.0
137,39.0
138,41.0
139,43.0
140,43.0
141,42.0
142,41.0
143,41.0
144,45.0
145,46.0
146,44.0
147,46.0
148,42.0
149,36.0
150,29.0
151,28.0
152,31.0
153,33.0
154,30.0
155,29.0
156,31.0
157,37.0
158,38.0
159,35.0
160,31.0
161,30.0
162,29.0
163,31.0
164,33.0
165,34.0
166,34.0
167,36.0
168,37.0
169,38.0
170,39.0
171,43.0
172,46.0
173,40.0
174,37.0
175,37.0
176,39.0
177,36.0
178,33.0
179,34.0
180,33.0
181,29.0
182,28.0
183,30.0
184,32.0
185,32.0
186,34.0
187,37.0
188,37.0
189,32.0
190,32.0
191,35.0
192,38.0
193,37.0
194,33.0
195,29.0
196,30.0
197,33.0
198,36.0
199,36.0
200,38.0
201,38.0
202,39.0
203,39.0
204,39.0
205,38.0
206,36.0
207,37.0
208,37.0
209,38.0
210,43.0
211,50.0
212,52.0
213,56.0
214,53.0
215,44.0
216,30.0
217,22.0
218,21.0
219,23.0
220,25.0
221,26.0
222,32.0
223,33.0
224,30.0
225,29.0
226,31.0
227,32.0
228,33.0
229,35.0
230,37.0
231,39.0
232,40.0
233,40.0
234,40.0
235,40.0
236,39.0
237,37.0
238,36.0
239,36.0
240,36.0
241,37.0
242,39.0
243,38.0
244,37.0
245,37.0
246,37.0
247,37.0
248,38.0
249,39.0
250,39.0
251,38.0
252,35.0
253,35.0
254,39.0
255,37.0
256,31.0
257,29.0
258,31.0
259,29.0
260,23.0
261,27.0
262,32.0
263,36.0
264,38.0
265,39.0
266,41.0
267,46.0
268,51.0
269,51.0
270,49.0
271,46.0
272,41.0
273,35.0
274,32.0
275,34.0
276,34.0
277,34.0
278,32.0
279,34.0
280,36.0
281,33.0
282,28.0
283,23.0
284,23.0
285,28.0
286,34.0
287,38.0
288,36.0
289,32.0
290,27.0
291,30.0
292,32.0
293,27.0
294,25.0
295,31.0
296,35.0
297,38.0
298,41.0
299,44.0
300,49.0
301,48.0
302,41.0
303,39.0
304,38.0
305,37.0
306,37.0
307,38.0
308,38.0
309,38.0
310,37.0
311,38.0
312,37.0
313,35.0
314,34.0
315,34.0
316,35.0
317,36.0
318,38.0
319,37.0
320,31.0
321,30.0
322,29.0
323,32.0
324,38.0
325,36.0
326,35.0
327,35.0
328,37.0
329,44.0
330,47.0
331,40.0
332,38.0
333,37.0
334,35.0
335,33.0
336,31.0
337,29.0
338,32.0
339,36.0
340,37.0
341,36.0
342,39.0
343,41.0
344,45.0
345,44.0
346,41.0
347,36.0
348,29.0
349,31.0
350,38.0
351,36.0
352,31.0
353,32.0
354,32.0
355,31.0
356,31.0
357,32.0
358,33.0
359,31.0
360,28.0
361,30.0
362,32.0
363,35.0
364,36.0
365,36.0
366,37.0
367,38.0
368,38.0
369,38.0
370,40.0
371,43.0
372,47.0
373,52.0
374,43.0
375,35.0
376,34.0
377,35.0
378,33.0
379,32.0
380,33.0
381,34.0
382,32.0
383,31.0
384,34.0
385,38.0
386,37.0
387,33.0
388,30.0
389,30.0
390,35.0
391,38.0
392,31.0
393,29.0
394,31.0
395,34.0
396,36.0
397,43.0
398,51.0
399,50.0
400,45.0
401,42.0
402,37.0
403,32.0
404,30.0
405,32.0
406,35.0
407,40.0
408,39.0
409,39.0
410,39.0
411,36.0
412,36.0
413,32.0
414,28.0
415,25.0
416,27.0
417,34.0
418,38.0
419,38.0
420,37.0
421,36.0
422,35.0
423,34.0
424,32.0
425,29.0
426,32.0
427,35.0
428,37.0
429,40.0
430,43.0
431,44.0
432,42.0
433,40.0
434,37.0
435,35.0
436,35.0
437,35.0
438,35.0
439,35.0
440,36.0
441,37.0
442,38.0
443,38.0
444,37.0
445,35.0
446,36.0
447,37.0
448,37.0
449,40.0
450,37.0
451,36.0
452,38.0
453,35.0
454,32.0
455,27.0
456,25.0
457,34.0
458,31.0
459,22.0
460,24.0
461,28.0
462,34.0
463,41.0
464,46.0
465,45.0
466,42.0
467,40.0
468,40.0
469,38.0
470,36.0
471,37.0
472,38.0
473,38.0
474,38.0
475,37.0
476,39.0
477,41.0
478,44.0
479,44.0
480,39.0
481,34.0
482,26.0
483,24.0
484,29.0
485,33.0
486,35.0
487,34.0
488,32.0
489,28.0
490,32.0
491,34.0
492,33.0
493,32.0
494,31.0
495,32.0
496,35.0
497,38.0
498,39.0
499,40.0
500,40.0
501,40.0
502,41.0
503,41.0
504,40.0
505,39.0
506,39.0
507,39.0
508,38.0
509,40.0
510,41.0
511,43.0
512,46.0
513,41.0
514,36.0
515,34.0
516,33.0
517,33.0
518,34.0
519,35.0
520,32.0
521,33.0
522,35.0
523,31.0
524,30.0
525,35.0
526,37.0
527,32.0
528,30.0
529,29.0
530,31.0
531,35.0
532,34.0
533,34.0
534,35.0
535,35.0
536,35.0
537,35.0
538,35.0
539,35.0
540,37.0
541,37.0
542,37.0
543,35.0
544,35.0
545,35.0
546,36.0
547,36.0
548,38.0
549,38.0
550,36.0
551,33.0
552,29.0
553,31.0
554,32.0
555,32.0
556,35.0
557,37.0
558,38.0
559,37.0
560,37.0
561,39.0
562,39.0
563,40.0
564,41.0
565,41.0
566,42.0
567,43.0
568,42.0
569,41.0
570,38.0
571,36.0
572,33.0
573,28.0
574,26.0
575,29.0
576,32.0
577,34.0
578,36.0
579,36.0
580,37.0
581,37.0
582,37.0
583,37.0
584,36.0
585,36.0
586,37.0
587,38.0
588,38.0
589,39.0
590,36.0
591,36.0
592,36.0
593,36.0
594,35.0
595,33.0
596,33.0
597,32.0
598,35.0
599,38.0
600,38.0
601,40.0
602,46.0
603,48.0
604,47.0
605,45.0
606,42.0
607,36.0
608,27.0
609,21.0
610,16.0
611,13.0
612,16.0
613,24.0
614,30.0
615,34.0
616,36.0
617,38.0
618,38.0
619,36.0
620,34.0
621,35.0
622,35.0
623,34.0
624,34.0
625,34.0
626,35.0
627,36.0
628,36.0
629,36.0
630,36.0
631,36.0
632,36.0
633,37.0
634,38.0
635,38.0
636,38.0
637,39.0
638,39.0
639,40.0
640,40.0
641,40.0
642,40.0
643,39.0
644,39.0
645,37.0
646,37.0
647,38.0
648,38.0
649,37.0
650,38.0
651,39.0
652,38.0
653,37.0
654,36.0
655,35.0
656,33.0
657,33.0
658,33.0
659,35.0
660,37.0
661,37.0
662,37.0
663,37.0
664,36.0
665,34.0
666,33.0
667,36.0
668,45.0
669,55.0
670,55.0
671,48.0
672,42.0
673,39.0
674,35.0
675,26.0
676,18.0
677,12.0
678,9.0
679,11.0
680,19.0
681,28.0
682,33.0
683,39.0
684,38.0
685,36.0
686,36.0
687,34.0
688,32.0
689,35.0
690,39.0
691,40.0
692,40.0
693,40.0
694,40.0
695,40.0
696,39.0
697,39.0
698,38.0
699,37.0
700,37.0
701,37.0
702,38.0
703,39.0
704,40.0
705,39.0
706,38.0
707,38.0
708,38.0
709,39.0
710,39.0
711,38.0
712,38.0
713,37.0
714,37.0
715,38.0
716,38.0
717,39.0
718,38.0
719,38.0
720,39.0
721,39.0
722,38.0
723,38.0
724,39.0
725,40.0
726,38.0
727,38.0
728,37.0
729,37.0
730,37.0
731,37.0
732,35.0
733,34.0
734,35.0
735,35.0
736,34.0
737,34.0
738,39.0
739,46.0
740,49.0
741,46.0
742,41.0
743,36.0
744,34.0
745,33.0
746,32.0
747,30.0
748,29.0
749,29.0
750,29.0
751,30.0
752,30.0
753,31.0
754,29.0
755,29.0
756,28.0
757,26.0
758,23.0
759,17.0
760,21.0
761,24.0
762,26.0
763,31.0
764,34.0
765,34.0
766,37.0
767,42.0
768,43.0
769,43.0
770,43.0
771,43.0
772,43.0
773,43.0
774,43.0
775,42.0
776,42.0
777,42.0
778,41.0
779,41.0
780,41.0
781,40.0
782,40.0
783,40.0
784,39.0
785,39.0
786,38.0
787,38.0
788,37.0
789,37.0
790,38.0
791,38.0
792,39.0
793,39.0
794,39.0
795,38.0
796,37.0
797,36.0
798,35.0
799,33.0
800,33.0
801,33.0
802,33.0
803,35.0
804,35.0
805,33.0
806,33.0
807,36.0
808,38.0
809,44.0
810,47.0
811,45.0
